"9534 Las Tunas Drive, Temple City, California 91780",8587-012-011,E25-50668,Electrical,"INSTALL (1) SET OF INTERNALLY ILLUMINATED LED CHANNEL LETTER SIGN FOR (ELEVE LA GREE)",$0,Issued,12-08-2025,12-08-2025,Signex
"5632 Gracewood Avenue Unit A-B , Arcadia, California 91007",8586-014-009,E25-50669,Electrical,"ELECTRICAL FOR A NEW ATTACHED ACCESSORY DWELLING UNIT WITH 100 AMP SERVICE PANEL",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit A , Temple City, California 91780",5382-020-062,E25-50673,Electrical,"(40) OUTLETS AND (30) LIGHT FIXTURES WITH 200 AMP SERVICE PANEL",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit B , Temple City, California 91780",5382-020-062,E25-50676,Electrical,"ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 100 AMP SERVICE PANEL",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit B , Temple City, California 91780",5382-020-062,G24-48095,Grading,"GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT",$0,Issued,12-11-2024,12-08-2025,"Tan Construction"
"5632 Gracewood Avenue Unit A-B , Arcadia, California 91007",8586-014-009,M25-50670,Mechanical,"INSTALL HVAC SYSTEM FOR A NEW ATTACHED ACCESSORY DWELLING UNIT",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit A , Temple City, California 91780",5382-020-062,M25-50674,Mechanical,"ALTERATION OF EXISTING DUCT SYSTEM, (4) AIR INLETS AND (3) VENTILATION FANS",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit B , Temple City , California 91780",5382-020-062,M25-50677,Mechanical,"INSTALL HVAC SYSTEM FOR A NEW DETACHED ACCESSORY DWELLING UNIT",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"5632 Gracewood Avenue Unit A-B , Arcadia, California 91007",8586-014-009,P25-50671,Plumbing,"PLUMBING FOR A NEW ATTACHED ACCESSORY DWELLING AND CONNECT TO SEWER",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"10636 Fairhall Street, Temple City, California 91780",8585-027-007,P25-50672,Plumbing,"40 GALLON WATER HEATER CHANGE OUT SAME LOCATION (LIKE FOR LIKE)",$0,Issued,12-08-2025,12-08-2025,"Maravilla Foundation"
"6335 Trelawney Avenue Unit A , Temple City, California 91780",5382-020-062,P25-50675,Plumbing,"SHOWERS, HOSE BIBB, LAVATORIES, WATER CLOSETS, WATER HEATER AND GAS OUTLETS",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6335 Trelawney Avenue Unit B , Temple City, California 91780",5382-020-062,P25-50678,Plumbing,"PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO SEWER",$0,Issued,12-08-2025,12-08-2025,"Tan Construction"
"6006 North Bartlett Avenue Unit B , San Gabriel, California 91775",5386-013-050,B25-49753,Building,"NEW 800 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS, KITCHEN. 433 SQ.FT. TRELLIS PATIO AND 47 SQ.FT. FRONT PORCH","$167,048",Issued,08-05-2025,12-09-2025,"Vector Construction & Design"
"5815 Reno Avenue Unit A-B , Temple City, California 91780",5387-010-014,B25-50271,Building,"NEW 788 SQ.FT. ATTACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN","$134,590.4",Issued,10-15-2025,12-09-2025,"Sequoia Construction Group Inc."
"9923 Live Oak Avenue, Temple City, California 91780",8587-029-002,B25-50665,Building,"REPLACE (19) WINDOWS RETROFIT",$4000,Issued,12-08-2025,12-09-2025,Owner-Builder
"4932 Persimmon Avenue, Temple City, California 91780",8574-024-008,B25-50687,Building,"ROOFTOP MOUNTED SOLAR ENERGY SYSTEM: (14) Q. PEAK DUO BLK ML-G10+415 SOLAR MODULES (14) IQ8PLUS-72-M-US (240V) MICRO-INVERTERS (1) APOWER XYYY (240V, 9.6KW) ESS. NEW BUSBAR COUNT -3. SYSTEM SIZE: 5.81 KW DC (4.06 KW AC)",$0,Issued,12-09-2025,12-09-2025,"Haven Energy"
