"5822 Temple City Boulevard, Temple City, California 91780",40611139,MISC25-49908,Miscellaneous,"TO VERIFY COMPLIANCE: TO REMOVE UNPERMITTED RESTROOM ON THE BACK BUILDING",$0,Finaled,09-02-2025,09-02-2025,Owner-Builder
"5112 Agnes Avenue, Temple City, California 91780",8589-007-026,P25-49706,Plumbing,"SHOWER, LAVATORY AND WATER CLOSET",$0,Issued,07-29-2025,09-02-2025,Owner-Builder
"5832 North Muscatel Avenue Unit B , San Gabriel, California 91775",5387-010-026,P25-49910,Plumbing,"PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER",$0,Issued,09-02-2025,09-02-2025,"Y W Rising Builder Inc."
"4902 Baldwin Avenue Unit A-B , Temple City, California 91780",8585-009-024,P25-49916,Plumbing,"CLOTHES WASHER, DISHWASHER, HOSE BIBB, SINK, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT ATTACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER",$0,Issued,09-02-2025,09-02-2025,Owner-Builder
"5930 Loma Avenue Unit A , Temple City, California 91780",5384-013-003,P25-49921,Plumbing,"SHOWER, LAVATORY AND WATER CLOSET",$0,Issued,09-02-2025,09-02-2025,"Potato Construction Inc."
"5930 Loma Avenue Unit B , Temple City, California 91780",5384-013-003,P25-49924,Plumbing,"PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER",$0,Issued,09-02-2025,09-02-2025,"Potato Construction Inc."
"9474 Olive Street, Temple City, California 91780",8590-004-008,B25-49638,Building,"HOUSE ADDITION AND REMODEL 1954 SQ.FT. OF TWO BEDROOMS, ONE AND HALF BATHROOMS. ATTACHED 447 SQ.FT. 2-CAR GARAGE AND DECK AREA 260 SQ.FT.","$377,205.26",Issued,07-21-2025,09-03-2025,"626 Plumbing Inc."
"10721 Miloann Street, Temple City, California 91780",8574-001-022,B25-49926,Building,"REMOVE AND REPLACE (2) WINDOWS, LIKE FOR LIKE WITH NO STRUCTURAL CHANGES. ALL WINDOWS WILL HAVE A MAXIMUM U-FACTOR OF 0.30 AND SHGC OF 0.23. REPLACEMENT GLASS WILL BE LOW-E",$2482,Issued,09-03-2025,09-03-2025,"The Home Depot USA Inc. dba The Home Depot"
"10526 Olive Street, Temple City, California 91780",8585-021-011,B25-49927,Building,"VOLUNTARY FOUNDATION RETROFIT PER LADBS STANDARD PLAN DETAIL #7",$3000,Issued,09-03-2025,09-03-2025,"White Oak Construction"
"5910 Rosemead Boulevard, Temple City, California 91780",5384-016-017,B25-49930,Building,"REPLACE (8) LIKE FOR LIKE WINDOWS ON EXISTING HOUSE. RELOCATE (2) LIKE FOR LIKE DOORS IN FRONT AND OTHER IN REAR. CLOSE OFF (3) WINDOWS (1) IN LIVING ROOM AND (2) IN KITCHEN",$4500,Issued,09-03-2025,09-03-2025,Owner-Builder
"5934 Cloverly Avenue, Temple City, California 91780",8587-013-022,B25-49935,Building,"TEAR OFF AND RE ROOF COMPOSITION SHINGLES HOUSE & ATTACHED GARAGE",$6000,Issued,09-03-2025,09-03-2025,"Robert L Fung Construction Inc."
"5936 Cloverly Avenue, Temple City, California 91780",8587-013-022,B25-49936,Building,"TEAR OFF RE ROOF COMPOSITION SHINGLES HOUSE & ATTACHED GARAGE",$8000,Issued,09-03-2025,09-03-2025,"Robert L Fung Construction Inc."
"5648 Cambury Avenue, Temple City, California 91780",8588-013-003,D25-49929,Demolition,"DEMO EXISTING WORKSHOP 343 SQ.FT.",$0,Issued,09-03-2025,09-03-2025,"Y W Rising Builder Inc."
"6003 Loma Avenue, Temple City, California 91780",5384-014-024,E25-49928,Electrical,"REWIRE (2) BEDROOMS AND (1) BATHROOM",$0,Issued,09-03-2025,09-03-2025,"Volt Electric"
"9474 Olive Street, Temple City, California 91780",8590-004-008,E25-49931,Electrical,"(9) BRANCH CIRCUITS, (40) OUTLETS, (39) LIGHT FIXTURES, WASHING MACHINE, EXHAUST FANS, ELECTRIC WATER HEATER AND 200 AMP SERVICE PANEL",$0,Issued,09-03-2025,09-03-2025,"626 Plumbing Inc."
"10672 Hallwood Drive, Temple City, California 91780",8585-028-010,E25-49937,Electrical,"INSTALL 100 AMP SUB-PANEL",$0,Issued,09-03-2025,09-03-2025,"JBL Electrical & Energy Inc."
"9433 Lemon Avenue, Temple City, California 91780",5382-010-048,G25-49918,Grading,"DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL",$0,Issued,09-02-2025,09-03-2025,"Well Home Construction"
"9474 Olive Street, Temple City, California 91780",8590-004-008,M25-49932,Mechanical,"INSTALL HVAC SYSTEM, AIR INLETS AND VENTILATION FANS",$0,Issued,09-03-2025,09-03-2025,"626 Plumbing Inc."
"9433 Lemon Avenue, Temple City, California 91780",5382-010-048,MISC25-49917,Miscellaneous,"DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL",$0,Issued,09-02-2025,09-03-2025,"Well Home Construction"
"9474 Olive Street, Temple City, California 91780",8590-004-008,P25-49933,Plumbing,"BATHTUBS/SHOWERS, CLOTHES WASHER, DISHWASHER, HOSE BIBBS, LAVATORIES, SINK, WATER CLOSETS, WATER CLOSET, GAS OUTLETS, REPIPE (15) PLUMBING FIXTURES AND WATER MAIN",$0,Issued,09-03-2025,09-03-2025,"626 Plumbing Inc."
"8708 Hermosa Drive, San Gabriel, California 91775",5387-006-038,B25-49945,Building,"4.1 KW PV ARRAY (10) MODULES 13.5 KWH ENERGY STORAGE SYSTEM",$0,Issued,09-04-2025,09-04-2025,Tesla
"6105 Primrose Avenue, Temple City, California 91780",5385-008-001,B25-49947,Building,"6.15 KW DC (5.7 KW AC) PV ARRAY (15) MODULES WITH ENERGY STORAGE SYSTEM",$0,Issued,09-04-2025,09-04-2025,"Freedom Forever Southern California LLC"
"9735 Broadway, Temple City, California 91780",8588-010-030,B25-49950,Building,"REPLACEMENT OF A NEW ROOF SHINGLES BURKWOOD 0850-0057 SOLAR RESISTANCE 021 (AGED) THERMAL ENTRANCE (AGED) 0.94 SOLAR REFLECTIVE INDEX 25","$14,000",Issued,09-04-2025,09-04-2025,Owner-Builder
"9719 La Rosa Drive, Temple City, California 91780",8589-010-014,B25-49952,Building,"SHINGLES ROOF REPLACEMENT OF 18 SQ'S ON MAIN HOUSE AND ATTACHED GARAGE. TEAR OFF REPLACE WOOD AS NEEDED SYNTHETIC UNDERLAYMENT CRRC # 0676-0132B","$12,000",Issued,09-04-2025,09-04-2025,"Epic Home Upgrade and Construction dba Epic Roof Replacement"
"4843 Hallowell Avenue, Temple City, California 91780",8585-016-009,B25-49953,Building,"SYSTEM SIZE 8.2KW DC 23KW AC- MODULES (20) ELEIN ENERGY ROOFTOP MODULES WITH DEVICE ENERGY STORAGE SYSTEM WITH INTEGRATED INVERTER (2) TESLA: POWERWALL 3",$0,Issued,09-04-2025,09-04-2025,"Sunrun Installation Services"
"6266 North Muscatel Avenue, San Gabriel, California 91775",5386-010-035,B25-49955,Building,"TEAR OFF 3 LAYERS; ONE WOOD, TWO COMP + PLYWOOD SHINGLES TIMBERLINE HDZRS IN CHARCOAL (TITLE 24 COMPLIANCE)","$13,000",Issued,09-04-2025,09-04-2025,"Garvey Roofing Company Inc."
"6268 North Muscatel Avenue, San Gabriel, California 91775",5386-010-035,B25-49956,Building,"TEAR OFF 3 LAYERS; ONE WOOD, TWO COMP + PLYWOOD SHINGLES TIMBERLINE HDZRS IN CHARCOAL (TITLE 24 COMPLIANCE)","$12,000",Issued,09-04-2025,09-04-2025,"Garvey Roofing Company Inc."
"9227 Olive Street, Temple City, California 91780",8588-031-011,B25-49958,Building,"7.36 KW ROOF TOP INSTALLATION OF (16) SOLAR PANELS (1) TESLA POWERWALL 3 (1) TESLA EXPANSION PACK (1) 200A TESLA BACKUP SWITCH (1) 125A LOAD CENTER",$0,Issued,09-04-2025,09-04-2025,"California Solar & Electric, Inc."
"4912 Heleo Avenue, Temple City, California 91780",8590-021-021,B25-49960,Building,"11.89 KW ROOF TOP INSTALLATION OF (29) SOLAR PANELS (10) TESLA MCI-1 RSD, (1) TESLA POWERWALL 3 (1) 200A TESLA BACKUP SWITCH",$0,Issued,09-04-2025,09-04-2025,"California Solar & Electric, Inc."
"4450 Temple City Boulevard Unit A-B , Temple City, California 91780",8592-001-023,E25-49411,Electrical,"ELECTRICAL FOR NEW 2 UNITS 3-STORY APARTMENTS WITH (2) 200 AMP SERVICE PANELS",$0,Issued,06-11-2025,09-04-2025,"JW Capital, Inc."
"4450 Temple City Boulevard Unit C-D , Temple City, California 91780",8592-001-023,E25-49414,Electrical,"ELECTRICAL FOR NEW 2 UNITS 3-STORY APARTMENTS WITH (2) 200 AMP SERVICE PANELS",$0,Issued,06-11-2025,09-04-2025,"JW Capital, Inc."
"8708 Hermosa Drive, San Gabriel, California 91775",5387-006-038,E25-49946,Electrical,"13.5 KWH ENERGY STORAGE SYSTEM",$0,Issued,09-04-2025,09-04-2025,Tesla
"6105 Primrose Avenue, Temple City, California 91780",5385-008-001,E25-49948,Electrical,"ENERGY STORAGE SYSTEM",$0,Issued,09-04-2025,09-04-2025,"Freedom Forever Southern California LLC"
"10781 Blackley Street, Temple City, California 91780",8573-007-014,E25-49949,Electrical,"PANEL UPGRADE FROM 100 AMP TO 299 AMP AND INSTALL EV CHARGER 240V OUTLET",$0,Issued,09-04-2025,09-04-2025,"JBL Electrical & Energy Inc."
"6244 Hart Avenue, Temple City, California 91780",5384-009-026,E25-49951,Electrical,"125 AMP LABED SUB-PANEL INDOOR",$0,Issued,09-04-2025,09-04-2025,"MJ Electrical Services"
"4843 Hallowell Avenue, Temple City, California 91780",8585-016-009,E25-49954,Electrical,"ENERGY STORAGE SYSTEM WITH INTEGRATED INVERTER (2) TESLA: POWERWALL 3",$0,Issued,09-04-2025,09-04-2025,"Sunrun Installation Services"
"9227 Olive Street, Temple City, California 91780",8588-031-011,E25-49959,Electrical,"(1) TESLA POWERWALL 3 (1) TESLA EXPANSION PACK (1) 200A TESLA BACKUP SWITCH (1) 125A LOAD CENTER",$0,Issued,09-04-2025,09-04-2025,"California Solar & Electric, Inc."
"4912 Heleo Avenue, Temple City, California 91780",8590-021-021,E25-49961,Electrical,"(10) TESLA MCI-1 RSD, (1) TESLA POWERWALL 3 (1) 200A TESLA BACKUP SWITCH",$0,Issued,09-04-2025,09-04-2025,"California Solar & Electric, Inc."
"4450 Temple City Boulevard Unit A-B , Temple City, California 91780",8592-001-023,M25-49412,Mechanical,"INSTALL (2) HVAC SYSTEMS FOR A NEW 2 UNITS 3-STORY APARTMENTS",$0,Issued,06-11-2025,09-04-2025,"JW Capital, Inc."
"4450 Temple City Boulevard Unit C-D , Temple City, California 91780",8592-001-023,M25-49415,Mechanical,"INSTALL (2) HVAC SYSTEMS FOR A NEW 2 UNITS 3-STORY APARTMENTS",$0,Issued,06-11-2025,09-04-2025,"JW Capital, Inc."
"9647 Las Tunas Drive, Temple City, California 91780",8587-020-037,M25-49752,Mechanical,"LIKE FOR LIKE REPLACEMENT OF ONE (1) 30 TON GAS/ELECTRIC PACKAGE UNIT WITH ECONOMIZER AND THREE (3) 1 TON CONDENSER SPLIT SYSTEM WITH THREE (3) 1 TON HIGH WALL FAN COILS",$0,Issued,08-04-2025,09-04-2025,"M3 Hvac Inc. dba M3 Mechanical"
"5521 Loma Avenue, Temple City, California 91780",5387-020-022,MISC25-49957,Miscellaneous,"TO VERIFY COMPLIANCE: REMOVE TWO UNPERMITTED STRUCTURES AND KITCHEN ON THE WORKSHOP",$0,Issued,09-04-2025,09-04-2025,Owner-Builder
"5335 Noel Drive, Temple City, California 91780",5388-006-001,P25-49938,Plumbing,"DRAIN & VENT PIPE REPLACEMENT (PARTIAL)",$0,Issued,09-04-2025,09-04-2025,"Sunrise Property Services Inc."
