Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"9850 East Lemon Avenue, Arcadia, California 91007",5383-025-021,M25-49571,Mechanical,,"KITCHEN REMODEL: (2) BATH EXHAUST FANS, (1) KITCHEN RANGE",$0,Issued,07-09-2025,07-09-2025,07-09-2026,,Petworth
"9850 East Lemon Avenue, Arcadia, California 91007",5383-025-021,P25-49573,Plumbing,,"KITCHEN REMODEL: (1) DISHWASHER, (1) SINK",$0,Issued,07-09-2025,07-09-2025,07-09-2026,,Petworth
"9532 Kennerly Street, Temple City, California 91780",8590-014-017,B25-49577,Building,RR Residential Alteration,KITCHEN & BATH REMODEL: (N) DRYWALL,"$25,000",Issued,07-10-2025,07-10-2025,07-10-2026,,INA Kitchen
"6237 Sultana Avenue, Temple City, California 91780",5384-005-025,B25-49582,Building,RR Residential Alteration,TEAR OFF REROOF SHINGLES DETACHED GARAGE,$1500,Finaled,07-10-2025,07-10-2025,07-10-2026,07-17-2025,Assured Roofing Pros. Inc. 
"6219 Avon Avenue, San Gabriel, California 91775",5386-007-014,B25-49583,Building,RR Residential Alteration,TEAR OFF REROOF SHINGLES MAIN HOUSE & ATTACHED GARAGE TO MATCH CURRENT ADDITION PROJECT,$5000,Issued,07-10-2025,07-10-2025,07-10-2026,,
"5753 Rowland Avenue Unit B, Temple City, California 91780",8587-029-011,E25-49575,Electrical,,"DETACHED ADU: (1) 200A MPU, (1) SUB-PANEL  100A",$0,Issued,07-10-2025,07-10-2025,07-10-2026,,Apex Building Development Corp.
"5753 Rowland Avenue, Temple City, California 91780",8587-029-011,E25-49576,Electrical,,(1) 100A SUB-PANEL,$0,Issued,07-10-2025,07-10-2025,07-10-2026,,Apex Building Development Corp.
"9532 Kennerly Street, Temple City, California 91780",8590-014-017,E25-49579,Electrical,,(18) OUTLETS LIGHTS SWITCHES RECEPTACLES,$0,Issued,07-10-2025,07-10-2025,07-10-2026,,INA Kitchen
"6415 Livia Avenue, Temple City, California 91780",5382-019-032,E25-49584,Electrical,,(1) 100A SUBPANEL,$0,Finaled,07-10-2025,07-10-2025,07-10-2026,07-10-2025,JBL Electrical & Energy Inc. 
"6229 Encinita Avenue, Temple City, California 91780",5384-011-021,E25-49585,Electrical,,(N) ELECTRICAL FENCE/GATE  FRONT YARD,$0,Issued,07-10-2025,07-10-2025,07-10-2026,,
