Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"6025 North Muscatel Avenue, San Gabriel, California 91775",5386-008-051,E25-48847,Electrical,,"(6) OUTLETS, (12) RECESSED CEILING LIGHTS AND RANGE HOOD ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,B X D Construction Inc. 
"9705 Broadway, Temple City, California 91780",8588-010-031,E25-48853,Electrical,,"(19) OUTLETS, (13) LIGHT FIXTURES, WASHING MACHINE, EXHAUST FANS AND UPGRADE TO 200 AMP SERVICE PANEL ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Ibarra General Construction Inc. 
"9814 Miloann Street, Temple City, California 91780",8589-008-021,E25-48860,Electrical,,"(2) LIGHT FIXTURES, (1) GFCI OUTLET AND (2) SWITCHES FOR BATHROOM REMODEL ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,"Graceland Remodeling, Inc. "
"6149 Encinita Avenue, Temple City, California 91780",5384-012-020,E25-48864,Electrical,,(21) OUTLETS FOR KITCHEN REMODEL ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
"9525 Las Tunas Drive, Temple City, California 91780",8587-013-014,E25-48870,Electrical,,"INTERNALLY ILLUMINATED FRONT-LIT LED CHANNEL LETTERS SIGN ""ALPHA SCIENCE MATH""  ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,AD Electrical Advertising Inc. 
"6236 Hart Avenue Unit A-B , Temple City, California 91780",5384-009-005,E25-48874,Electrical,,"(12) BRANCH CIRCUITS, (32) OUTLETS, (28) LIGHT FIXTURES, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, WASHING MACHINE, EXHAUST FANS. HEAT PUMP, AC UNIT AND 200 AMP SERVICE PANEL FOR THE ATTACHED ACCESSORY DWELLING ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
"9705 Broadway, Temple City, California 91780",8588-010-031,M25-48854,Mechanical,,"ALTERATION OF EXISTING DUCT SYSTEM, INSTALL (4) AIN INLETS AND (2) VENTILATION FANS ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Ibarra General Construction Inc. 
"9814 Miloann Street, Temple City, California 91780",8589-008-021,M25-48861,Mechanical,,(1) VENTILATION FAN FOR BATHROOM REMODEL ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,"Graceland Remodeling, Inc. "
"6149 Encinita Avenue, Temple City, California 91780",5384-012-020,M25-48865,Mechanical,,(1) INSTALL VENTILATION FAN FOR KITCHEN REMODEL ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
"6236 Hart Avenue Unit A-B , Temple City, California 91780",5384-009-005,M25-48875,Mechanical,,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR THE ATTACHED ACCESSORY DWELLING UNIT ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
"6025 North Muscatel Avenue, San Gabriel, California 91775",5386-008-051,P25-48848,Plumbing,,"REPLACE BATH VANITY, KITCHEN SINK AND HOT WATER HEATER 40 GAL ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,B X D Construction Inc. 
"9705 Broadway, Temple City, California 91780",8588-010-031,P25-48855,Plumbing,,"SHOWER, CLOTHES WASHER, HOSE BIBB, LAVATORIES AND WATER CLOSET ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Ibarra General Construction Inc. 
"4909 Camellia Avenue, Temple City, California 91780",8589-015-018,P25-48858,Plumbing,,REMOVE AND REPLACE 30 FT OF 3/4 POLY FROM METER TO INLET OF HOME ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Frassica Inc. 
"9814 Miloann Street, Temple City, California 91780",8589-008-021,P25-48862,Plumbing,,"SHOWER, LAVATORIE AND WATER CLOSET FOR BATHROOM REMODEL ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,"Graceland Remodeling, Inc. "
"6149 Encinita Avenue, Temple City, California 91780",5384-012-020,P25-48866,Plumbing,,REPLACE KITCHEN SINK FOR KITCHEN REMODEL ,$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
"6236 Hart Avenue Unit A-B , Temple City, California 91780",5384-009-005,P25-48876,Plumbing,,"SHOWERS, CLOTHES WASHER, DISHWASHER, HOSE BIBB, LAVATORIES, SINK, WATER CLOSETS, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT THE ATTACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER ",$0,Issued,03-31-2025,03-31-2025,03-31-2026,,Owner-Builder
