Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"10523 Daines Drive, Temple City, California 91780",8586-011-030,B25-50354,Building,RR Residential Alteration,FOUNDATION SEISMIC RETROFIT USING STANDARD LADBS PLAN DETIAL #7. ,$1400,Issued,10-27-2025,10-27-2025,10-27-2026,,A Finishing Touch 
"6102 Rosemead Boulevard, Temple City, California 91780",5384-006-017,B25-50357,Building,RR Residential Alteration,RETROFIT (31) WINDOWS & (1) SLIDING DOOR ,"$20,000",Issued,10-27-2025,10-27-2025,10-27-2026,,"H4 Investment, Inc. "
"10227 Green Street, Temple City, California 91780",8585-005-016,B25-50363,Building,CB Combo Building,ROOFTOP MOUNTED SOLAR ENERGY SYSTEM: (27) DNA-120-MF 10-460W SOLAR MODULES (1) 170700-XX-Y (11.5KW) INVERTER (1) 170700-XX-Y (11.5KW) ESS SYSTEM SIZE: 12.42 KW DC (11.5 KW AC) ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Orange County Solar Contracting Services Inc. dba Orange County Contracting Services 
"4951 Birchland Place, Temple City, California 91780",8585-013-037,E25-50317,Electrical,, INSTALL (1) 15.0KWH ESS. ,$0,Finaled,10-20-2025,10-27-2025,10-27-2026,11-06-2025,Sun Bees Group dba True Power Solar
"9414 Lemon Avenue, Temple City, California 91780",5382-014-026,E25-50346,Electrical,,ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH  200 AMP SERVICE PANEL AND SUB-PANEL 100 AMP ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,N Pro Electric Inc. 
"9170 Bidwell Street, Temple City, California 91780",5387-018-008,E25-50349,Electrical,,CONVERT EXISTING MAIN PANEL INTO SUB-PANEL 100 AMP ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,ZH Excellent Construction Inc. 
"5303 Golden West Avenue, Temple City, California 91780",8589-003-026,E25-50350,Electrical,,"(8) OUTLETS, (14) LIGHT FIXTURES, WASHING MACHINE AND EXHAUST FAN ",$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Owner-Builder
"4802 Rio Hondo Avenue, Temple City, California 91780",8590-025-017,E25-50355,Electrical,,INSTALLATION OF 4 SPLIT MINI A/C UNITS AND 4 CONDENSERS ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Owner-Builder
"5701 Encinita Avenue, Temple City, California 91780",5387-019-022,E25-50358,Electrical,,PANEL UPGRADE TO 200 AMP  AND 240V EV OUTLET INSTALLATION ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Ultimax Electric Corp. 
"5243 Sereno Drive #B , Temple City, California 91780",5388-019-005,E25-50359,Electrical,,PANEL UPGRADE TO 200 AMP  AND 240V EV OUTLET INSTALLATION ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Ultimax Electric Corp. 
"10227 Green Street, Temple City, California 91780",8585-005-016,E25-50364,Electrical,, (1) 170700-XX-Y (11.5KW) ESS ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Orange County Solar Contracting Services Inc. dba Orange County Contracting Services 
"5303 Golden West Avenue, Temple City, California 91780",8589-003-026,M25-50351,Mechanical,,(2) VENTILATION FANS ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Owner-Builder
"4802 Rio Hondo Avenue, Temple City, California 91780",8590-025-017,M25-50356,Mechanical,,INSTALLATION OF 4 SPLIT MINI A/C UNITS AND 4 CONDENSERS ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Owner-Builder
"9414 Lemon Avenue, Temple City, California 91780",5382-014-026,P25-50348,Plumbing,,PLUMBING FOR A NEW SINGLE FAMILY DWELLING AND CONNECT TO PUBLIC SEWER ,$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Kim Wong Plumbing Inc. 
"5303 Golden West Avenue, Temple City, California 91780",8589-003-026,P25-50352,Plumbing,,"SHOWER, CLOTHES WASHER, LAVATORIE AND WATER CLOSET ",$0,Issued,10-27-2025,10-27-2025,10-27-2026,,Owner-Builder
"4912 Temple City Boulevard, Temple City, California 91780",8589-015-012,B25-50370,Building,CB Combo Building,ROOFTOP MOUNTED SOLAR ENERGY SYSTEM: (23) Q.PEAK DUO BLK ML-G10+410 SOLAR MODULES (2)  1707000-XX-Y (11.5KW) INVERTERS (2) 1707000-XX-Y (11.5KW) ESS SYSTEM SIZE: 9.43KW DC (23 KW AC) ,$0,Issued,10-28-2025,10-28-2025,10-28-2026,,Freedom Forever Southern California LLC 
"9031 Hermosa Drive, Temple City, California 91780",5384-016-043,E25-50367,Electrical,,INSTALL (1) 120V OUTLET ,$0,Issued,10-28-2025,10-28-2025,10-28-2026,,Lee's Accu-Tech Service Inc. dba Lee's Air Plumbing & Heating 
"10644 Key West Street Unit A-B , Temple City, California 91780",8585-029-028,E25-50368,Electrical,,ADD (6) BRANCH CIRCUITS AND (10) OUTLETS AND SWITCHES ,$0,Issued,10-28-2025,10-28-2025,10-28-2026,,Jaycon Construction 
"4912 Temple City Boulevard, Temple City, California 91780",8589-015-012,E25-50371,Electrical,,(2) 1707000-XX-Y (11.5KW) ESS,$0,Issued,10-28-2025,10-28-2025,10-28-2026,,Freedom Forever Southern California LLC 
"9108 Hermosa Drive, Temple City, California 91780",5387-016-033,E25-50372,Electrical,,UPGRADE MAIN ELECTRICAL PANEL FROM 100AMP TO 200 AMP AND INSTALL NEMA 14-50R FOR EV CHARGING STATION ON THE DRIVEWAY SIDE ,$0,Finaled,10-28-2025,10-28-2025,10-28-2026,11-06-2025,Jung Hyuk Park 
"4824 Temple City Boulevard, Temple City, California 91780",8589-015-004,MISC25-50365,Miscellaneous,,TO VERIFY COMPLIANCE: TO REMOVE PATIO COVER INSTALLATION BETWEEN UNIT A AND GARAGE ,$0,Finaled,10-28-2025,10-28-2025,10-28-2026,10-29-2025,Owner-Builder
"9031 Hermosa Drive, Temple City, California 91780",5384-016-043,P25-50366,Plumbing,,INSTALL (N) WATER SOFTENER W/120V OUTLET ,$0,Issued,10-28-2025,10-28-2025,10-28-2026,,Lee's Accu-Tech Service Inc. dba Lee's Air Plumbing & Heating 
"5003 Heleo Avenue, Temple City, California 91780",8590-023-024,B25-50108,Building,RR Residential Alteration,"INTERIOR REMODEL OF KITCHEN, REMODEL, (2) BATHROOMS , CONVERT CLOSET INTO BATHROOM #3, REPLACE (13) WINDOWS, SKYLIGHT AND STUCCO. GARAGE WITH NEW DRYWALL, REPLACE, RESIZE WINDOW AND STUCCO.","$80,000",Issued,09-24-2025,10-29-2025,10-29-2026,,OSE Construction Inc. 
"9534 Las Tunas Drive, Temple City, California 91780",8587-012-011,B25-50328,Building,TI Tenant Improvement,INTERIOR RENOVATION INCLUDING REMOVAL OF NON-LOAD WALLS AND WOOD AND TILE FLOORING WILL BE INSTALLED,"$21,000",Issued,10-22-2025,10-29-2025,10-29-2026,,ST Construction 
"5003 Heleo Avenue, Temple City, California 91780",8590-023-024,B25-50378,Building,RR Residential Alteration,REROOF OVER EXISTING WITH COMPOSITION SHINGLES ,"$15,000",Issued,10-29-2025,10-29-2025,10-29-2026,,OSE Construction Inc. 
"10614 Fairhall Street, Temple City, California 91780",8585-026-007,B25-50383,Building,RR Residential Alteration,TEAR OFF THE OLD SHINGLES FOR THE HOUSE. INSTALL COOL ROOF SHINGLES COLOR HICKORY CRRC # 0676-01389 (1500 SQ.FT.) ,$4000,Issued,10-29-2025,10-29-2025,10-29-2026,,Owner-Builder
"10614 Fairhall Street, Temple City, California 91780",8585-026-007,B25-50384,Building,OT Other,TEAR OFF THE OLD SHINGLES FOR THE DETACHED GARAGE. INSTALL COOL ROOF SHINGLES COLOR HICKORY CRRC # 0676-01389 (500 SQ.FT.) ,$2000,Issued,10-29-2025,10-29-2025,10-29-2026,,Owner-Builder
"5326 Glickman Avenue, Temple City, California 91780",8585-004-026,B25-50385,Building,FS Fire Sprinkler,NEW FIRE SPRINKLER SYSTEM  FOR A SINGLE FAMILY DWELLING ,$8600,Issued,10-29-2025,10-29-2025,10-29-2026,,United Fire & Safety Corp.
"9536 Las Tunas Drive, Temple City, California 91780",8587-012-011,B25-50386,Building,CR Commercial Alteration,CLOSE EXISTING OPENING TO SUBDIVIDED INTO (2) UNITS ( 9534 & 9536 LAS TUNAS DRIVE) ,$500,Issued,10-29-2025,10-29-2025,10-29-2026,,Owner-Builder
"5003 Heleo Avenue, Temple City, California 91780",8590-023-024,E25-50379,Electrical,,"(25) BRANCH CIRCUITS, (42) OUTLETS, (30) LIGHT FIXTURES, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FANS, AC UNIT, UPGRADE TO 200 AMP SERVICE PANEL AND SUB-PANEL 100 AMP ",$0,Issued,10-29-2025,10-29-2025,10-29-2026,,OSE Construction Inc. 
"6229 Reno Avenue Unit A , Temple City, California 91780",5384-001-018,E25-50387,Electrical,,UPGRADE SERVICE PANEL TO 200 AMP ,$0,Issued,10-29-2025,10-29-2025,10-29-2026,,Owner-Builder
"5324 Encinita Avenue, Temple City, California 91780",8590-001-024,E25-50390,Electrical,,200 AMP PANEL UPGRADE AND 240V EV CHARGER ,$0,Issued,10-29-2025,10-29-2025,10-29-2026,,Wenbo Qi 
"9534 Las Tunas Drive, Temple City, California 91780",8587-012-011,E25-50391,Electrical,,(12) OUTLETS AND (27) LIGHT FIXTURES ,$0,Issued,10-29-2025,10-29-2025,10-29-2026,,ST Construction 
"5003 Heleo Avenue, Temple City, California 91780",8590-023-024,M25-50380,Mechanical,,REPLACE EXISTING HVAC SYSTEM AND VENTILATION FANS ,$0,Issued,10-29-2025,10-29-2025,10-29-2026,,OSE Construction Inc. 
"5003 Heleo Avenue, Temple City, California 91780",8590-023-024,P25-50381,Plumbing,,"SHOWERS, CLOTHES WASHER, DISHWASHER, LAVATORIES, KITCHEN SINK, WATER CLOSETS AND WATER HEATER ",$0,Issued,10-29-2025,10-29-2025,10-29-2026,,OSE Construction Inc. 
"9534 Las Tunas Drive, Temple City, California 91780",8587-012-011,P25-50392,Plumbing,,INSTALL NEW WASHING MACHINE ,$0,Issued,10-29-2025,10-29-2025,10-29-2026,,ST Construction 
"4952 Ardsley Drive, Temple City, California 91780",8590-015-004,B25-50393,Building,RR Residential Alteration,"TEAR OFF COMPLETE ROOF. INSTALL O.S.B. RADIANT BARRIER PLYWOOD 15/32"", INSTALL CERTAINTEED SYNTHETIC FELT, INSTALL OWEN'S PRESIDENTIAL SHAKE SHINGLE CRRC # 0668-0134","$17,600",Issued,10-30-2025,10-30-2025,10-30-2026,,Lion Roofing Inc. 
"5528 Mcculloch Avenue Unit A , Temple City, California 91780",8573-013-008,B25-50395,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT : 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE (SEE ALSO PERMIT # B24-47371",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit B , Temple City, California 91780",8573-013-008,B25-50396,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE 
(SEE ALSO PERMIT # B24-47372",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit C , Temple City, California 91780",8573-013-008,B25-50397,Building,NR New Residential,"CHANGE CONTRACTOR  - NEW 2-STORY DETACHED RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE 
(SEE ALSO PERMIT # B24-47379) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit D , Temple City, California 91780",8573-013-008,B25-50398,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED  RESIDENTIAL UNIT:  4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE (SEE ALSO PERMIT # B24-47380)  ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit E , Temple City, California 91780",8573-013-008,B25-50399,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47375",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit F , Temple City, California 91780",8573-013-008,B25-50400,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED  RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47376) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit G , Temple City, California 91780",8573-013-008,B25-50401,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47377) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit H , Temple City, California 91780",8573-013-008,B25-50402,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT:  4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47378) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit I , Temple City, California 91780",8573-013-008,B25-50403,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED  RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47381) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit J , Temple City, California 91780",8573-013-008,B25-50404,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47373) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5528 Mcculloch Avenue Unit K , Temple City, California 91780",8573-013-008,B25-50405,Building,NR New Residential,"CHANGE CONTRACTOR - NEW 2-STORY DETACHED  RESIDENTIAL UNIT: 4 BEDROOMS, 3 BATHROOMS WITH ATTACHED 2-CAR GARAGE  (SEE ALSO PERMIT # B24-47374) ",$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5026 Doreen Avenue, Temple City, California 91780",8585-022-032,B25-50408,Building,CB Combo Building,ROOFTOP MOUNTED SOLAR ENERGY SYSTEM: (18) Q.PEAK DUO BLK ML-G10+410 SOLAR MODULES (1)  1707000-XX-Y (11.5KW) INVERTER (1) 1707000-XX-Y (11.5KW) ESS SYSTEM SIZE: 7.38 KW DC (11.5 KW AC) ,$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Solen Energy Construction Corporation 
"5528 Mcculloch Avenue, Temple City, California 91780",8573-013-008,E25-50406,Electrical,,INSTALL (2) TEMPORARY POWER POLES 100 AMP EACH,$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Navigator Construction and Plumbing 
"5026 Doreen Avenue, Temple City, California 91780",8585-022-032,E25-50409,Electrical,,(1) 1707000-XX-Y (11.5KW) ESS & NEW SUB-PANEL ,$0,Issued,10-30-2025,10-30-2025,10-30-2026,,Solen Energy Construction Corporation 
