Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"9102 Broadway, Temple City, California 91780",5388-002-006,B25-48567,Building,OT Other,"SUPPLEMENTAL PERMIT SEE ALSO PERMIT # B25-48376  TEAR OFF APPLY RADIANT BARRIER, APPLY GAF SHINGLES SAGEWOOD CRRC # 0676-0132A MAIN HOUSE & DETACHED GARAGE 3000 SQ.FT. ",$0,Finaled,02-12-2025,02-12-2025,02-12-2026,02-18-2025,Chong Wing Cheng
"5530 Alessandro Avenue, Temple City, California 91780",8588-003-013,E25-48561,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E22-42850 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL ,$0,Issued,02-12-2025,02-12-2025,02-12-2026,,J & J Enterprise Construction Inc. 
"9702 Woolley Street Unit B, Temple City, California 91780",5383-017-006,E25-48573,Electrical,,"(22) OUTLETS (6) LIGHT FIXTURES, GARBAGE DISPOSAL, RANGE HOOD, AC UNIT, EXHAUST FAN WITH A 100 AMP SERVICE PANEL FOR THE DETACHED ACCESSORY DWELLING UNIT ",$0,Issued,02-12-2025,02-12-2025,02-12-2026,,Kenny Cai 
"5530 Alessandro Avenue, Temple City, California 91780",8588-003-013,M25-48562,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M22-42851 TO  INSTALL (2) HVAC SYSTEMS FOR A NEW SINGLE FAMILY DWELLING ,$0,Issued,02-12-2025,02-12-2025,02-12-2026,,J & J Enterprise Construction Inc. 
"9702 Woolley Street Unit B , Temple City, California 91780",5383-017-006,M25-48574,Mechanical,,INSTALL (1) MINI SPLIT SYSTEM AND VENTILATION FANS FOR THE DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,02-12-2025,02-12-2025,02-12-2026,,Kenny Cai 
"5935 Camellia Avenue, Temple City, California 91780",8587-019-007,MISC25-48559,Miscellaneous,,TO VERIFY COMPLIANCE: (1) REMOVE ALL UNPERMITTED STRUCTURES (2) REMOVE UNPERMITTED BATHROOM UNDER PATIO COVER (3) CONVERT GARAGE & STORAGE ROOM BACK TO ORIGINAL CONDITION ,$0,Issued,02-12-2025,02-12-2025,02-12-2026,,Owner-Builder
"5530 Alessandro Avenue, Temple City, California 91780",8588-003-013,P25-48563,Plumbing,,TO COMPLETE WORK STARTED UNDER PERMIT # P22-42852 PLUMBING FOR A NEW SINGLE FAMILY DWELLING AND CONNECT TO PUBLIC SEWER ,$0,Issued,02-12-2025,02-12-2025,02-12-2026,,J & J Enterprise Construction Inc. 
"9702 Woolley Street Unit B , Temple City, California 91780",5383-017-006,P25-48575,Plumbing,,"SHOWER, LAVATORY, SINK, WATER CLOSET, GAS OUTLET, WATER MAIN AND CONNECT DETACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER ",$0,Issued,02-12-2025,02-12-2025,02-12-2026,,Kenny Cai 
"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,B24-48178,Building,NR New Residential,CONVERT (E) 368 SQ.FT. COVERED BALCONY INTO BEDROOM #3 AND INTERIOR REMODEL NEW MAIN HOUSE 3267 SQ.FT. CONVERT FROM EXISTING HOUSE 783 SQ.FT. ATTACHED STUDIO ACCESSORY DWELLING UNIT ,"$60,000",Issued,12-26-2024,02-13-2025,02-13-2026,,5620 Inc. dba Leeways Construction 
"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,B25-48530,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B20 - 40065 FOR A NEW 1-STORY ADDITION OF FAMILY ROOM, MASTER BEDROOM, MASTER BATHROOM, ENLARGE BEDROOM #2  AND BATHROOM AND ENLARGE BEDROOM #3 ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,B25-48534,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B19-38153 - B22-43446 TO  CONVERT EXISTING ATTACHED 3-CAR GARAGE INTO ACCESSORY DWELLING UNIT: 2 BEDROOMS, 1 BATHROOM AND KITCHEN. LANDSCAPE OPEN SPACE PER CITY REQUIREMENTS. MODIFY EXISTING SWIMMING POOL TO PROVIDE SPACE FOR PARKING",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,B25-48538,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B19-37806 FOR A NEW 893 SQ.FT ADDITION OF ONE BEDROOM, TWO BATHROOMS AND FAMILY ROOM ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,B25-48542,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT #B19-37807 FOR NEW DETACHED ACCESSORY DWELLING UNIT: 2 BEDROOMS, 2 BATHROOMS, POWDER ROOM,  KITCHEN WITH ATTACHED 2-CAR GARAGE AND STORAGE ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,B25-48568,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B22-42085 FOR A NEW 2-STORY SFD: 4 BEDROOMS, 4.75 BATHROOMS WITH ATTACHED 3-CAR GARAGE, COVERED ENTRY AND COVERED PATIO ",$0,Issued,02-12-2025,02-13-2025,02-13-2026,,Owner-Builder
"9952 Live Oak Avenue, Temple City, California 91780",8588-013-028,B25-48581,Building,RR Residential Alteration,"MAIN HOUSE TEAR OFF INSTALL PLYWOOD, ASPHALT COMPO SHINGLES 15 SQUARES  ","$16,125",Finaled,02-13-2025,02-13-2025,02-13-2026,02-25-2025,All State Roofing
"9952 Live Oak Avenue, Temple City, California 91780",8588-013-028,B25-48582,Building,OT Other,"DETACHED GARAGE TEAR OFF INSTALL PLYWOOD, ASPHALT COMPO SHINGLES 5 SQUARES  ",$5375,Finaled,02-13-2025,02-13-2025,02-13-2026,02-24-2025,All State Roofing
"10702 Freer Street, Temple City, California 91780",8574-001-006,B25-48583,Building,RR Residential Alteration,"HOUSE ONLY T/C ROOF TO SHEATHING REPLACE WOOD AS NEEDED. INSTALL (1) LAYER SYNTHETIC UNDERLAYMENT. INSTALL CLASS ""A"" 30 YR ASPHALT COMP SHINGLES ",$9825.2,Issued,02-13-2025,02-13-2025,02-13-2026,,Parkwide Industries Inc.
"5437 Halifax Road, Temple City, California 91780",8586-028-019,B25-48584,Building,RR Residential Alteration,SHINGLE ROOF REPLACEMENT OF 17 SQ'S ON MAIN AND ATTACHED GARAGE FLAT ROOF REPLACEMENT OF 6 SQ'S. REPLACEMENT WOOD AS NEEDED CRRC #0676-0137B,"$10,000",Issued,02-13-2025,02-13-2025,02-13-2026,,Epic Home Upgrade and Construction dba Epic Roof Replacement 
"10252 Nadine Street, Temple City, California 91780",8586-026-021,D25-48580,Demolition,,DEMOLISH EXISTING HOUSE ,$0,Issued,02-13-2025,02-13-2025,02-13-2026,,MSV Construction Inc. 
"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,E25-48531,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E23-45418 FOR (12) OUTLETS AND (16) LIGHT FIXTURES ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,E25-48535,Electrical,,"TO COMPLETE WORK STARTED UNDER PERMITS # E19-38578,  E20-39165 & E22-43447 FOR CONVERT 3 -CAR GARAGE TO ADU AND INSTALL 200 AMP SERVICE PANEL ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,
"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,E25-48539,Electrical,,"TO COMPLETE WORK STARTED UNDER PERMIT # E20-40019 FOR (10) OUTLETS, (11) LIGHT FIXTURES AND EXHAUST FAN",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,E25-48543,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E20-40022 ELECTRICAL FOR NEW ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,
"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,E25-48569,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E22-43122 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL ,$0,Issued,02-12-2025,02-13-2025,02-13-2026,,Owner-Builder
"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,E25-48576,Electrical,,"(20) OUTLETS, (20) LIGHT FIXTURES, ELECTRIC OVEN, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FAN, ELECTRICAL WATER HEATER, AC UNIT FOR MAIN HOUSE AND ATTACHED ACCESSORY DWELLING UNIT ",$0,Issued,02-13-2025,02-13-2025,02-13-2026,,5620 Inc. dba Leeways Construction 
"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,G25-48544,Grading,,TO COMPLETE WORK STARTED UNDER PERMIT # G19-38294 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,G25-48570,Grading,,TO COMPLETE WORK STARTED UNDER PERMIT # G22-42086 GRADING FOR A NEW SINGLE FAMILY DWELLING ,$0,Issued,02-12-2025,02-13-2025,02-13-2026,,
"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,M25-48532,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M23-45419 TO INSTALL VENTILATION FANS ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,M25-48536,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M19-38577 & M22-43448 TO CONVERT 3-CAR GARAGE INTO ADU ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,M25-48540,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M20-40020 TO INSTALL TWO VENTILATION FANS ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,M25-48545,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M20-40023 TO INSTALL HVAC SYSTEM FOR A NEW DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,M25-48571,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M22-43123 TO INSTALL HVAC SYSTEM FOR A NEW SINGLE FAMILY DWELLING ,$0,Issued,02-12-2025,02-13-2025,02-13-2026,,
"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,M25-48577,Mechanical,,RELOCATE (2) EXISTING AIR CONDITIONING ,$0,Issued,02-13-2025,02-13-2025,02-13-2026,,5620 Inc. dba Leeways Construction 
"5922 Burton Avenue, San Gabriel, California 91776",5386-014-056,MISC25-48579,Miscellaneous,,"TO VERIFY COMPLIANCE: TO REMOVE (E) SUNROOM, REMOVE TRELLIS AND SIDE GATE, REMOVE (2) WINDOWS AND CONVERT EXISTING GARAGE TO ORIGINAL CONDITION  ",$0,Issued,02-13-2025,02-13-2025,02-13-2026,,5620 Inc. dba Leeways Construction 
"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,P25-48533,Plumbing,,"TO COMPLETE WORK STARTED UNDER PERMIT # P233-45420 FOR SHOWERS, LAVATORIES AND WATER CLOSETS ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,
"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,P25-48537,Plumbing,,TO COMPLETE WORK STARTED UNDER PERMIT #  P19-38579 & P22-43449 TO CONVERT 3-CAR GARAGE INTO ADU ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,P25-48541,Plumbing,,"TO COMPLETE WORK STARTED UNDER PERMIT # P20-410021 FOR BATHTUB/SHOWERS, LAVATORIES' AND WATER CLOSETS ",$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,P25-48546,Plumbing,,TO COMPLETE WORK STARTED UNDER PERMIT # P20-40024 PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER ,$0,Issued,02-10-2025,02-13-2025,02-13-2026,,Owner-Builder
"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,P25-48572,Plumbing,,TO COMPLETE WORK STARTED UNDER PERMIT # P22-43124 PLUMBING FOR A NEW SINGLE FAMILY DWELLING AND CONNECT TO PUBLIC SEWER ,$0,Issued,02-12-2025,02-13-2025,02-13-2026,,Owner-Builder
"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,P25-48578,Plumbing,,"BATHTUB/SHOWER, CLOTHES WASHER, FLOOR DRAIN, LAVATORIE, SINK, WATER CLOSETS AND WATER HEATER FOR MAIN HOUSE AND ACCESSORY DWELLING UNIT ",$0,Issued,02-13-2025,02-13-2025,02-13-2026,,5620 Inc. dba Leeways Construction 
"10743 Freer Street Unit A , Temple City, California 91780",8573-005-019,B25-48585,Building,RR Residential Alteration,BLOWN IN ATTIC INSULATION 1229 SQ.FT. ,$3500,Issued,02-18-2025,02-18-2025,02-18-2026,,Futura Energy Inc. 
"6143 Temple City Boulevard, Temple City, California 91780",5385-012-048,B25-48590,Building,CB Combo Building,ROOF MOUNTED PV 4.40KW (11) MODULES & MICRO-INVERTERS (1) BATTERY AND MAIN PANEL UPGRADE ,$0,Issued,02-18-2025,02-18-2025,02-18-2026,,South West Solar Inc. dba South West Builders 
"9101 Hermosa Drive, Temple City, California 91780",5384-014-031,B25-48592,Building,CB Combo Building,SOLAR ROOF MOUNT 7.2 KW (18) PANELS (1) SOLAREDGE BATTERY WITH MAIN PANEL UPGRADE ,$0,Issued,02-18-2025,02-18-2025,02-18-2026,,Toby Taylor LLC dba Sample Power CA
"4956 Persimmon Avenue, Temple City, California 91780",8574-024-004,B25-48594,Building,RR Residential Alteration,"1600 SQ.FT. ROOF SHINGLE MAIN HOUSE ONLY. REMOVE 1600 SQ.FT. OF EXISTING OLD ROOF, INSTALL NEW UNDERLAYMENT SYNTHETIC PAPER, INSTALL NEW FLASHING VENTS, INSTALL NEW ROOF COMP SHINGLES. NOTE WE ONLY INSTALL 1600 SQ.FT. TO THE AREA MARKED IN RED IN THE ATTACHED PHOTO, NOT THE AREA THE GREEN X. ",$8000,Issued,02-18-2025,02-18-2025,02-18-2026,,Ending Roofing Inc. 
"6143 Temple City Boulevard, Temple City, California 91780",5385-012-048,E25-48591,Electrical,,(1) BATTERY AND MAIN PANEL UPGRADE ,$0,Issued,02-18-2025,02-18-2025,02-18-2026,,South West Solar Inc. dba South West Builders 
"9101 Hermosa Drive, Temple City, California 91780",5384-014-031,E25-48593,Electrical,, (1) SOLAREDGE BATTERY WITH MAIN PANEL UPGRADE ,$0,Issued,02-18-2025,02-18-2025,02-18-2026,,Toby Taylor LLC dba Sample Power CA
"10743 Freer Street Unit A , Temple City, California 91780",8573-005-019,M25-48586,Mechanical,,INSTALL EXHAUST FAN IN BATHROOM ,$0,Issued,02-18-2025,02-18-2025,02-18-2026,,Futura Energy Inc. 
"9817 Val Street, Temple City, California 91780",5383-025-019,B25-48595,Building,RR Residential Alteration,TEAR OFF WOOD SHAKE PLUS (2) LAYERS ASPHALT SHINGLES: INSTALL COMPOSITION SHINGLE OWENS CORNING: CRRC: 0890-0018A 22 SQ'S HOUSE WITH ATTACHED GARAGE ,"$18,000",Issued,02-18-2025,02-19-2025,02-19-2026,,Cool Pro dba Duro Roofing 
"9656 Live Oak Avenue, Temple City, California 91780",8588-008-019,B25-48597,Building,RR Residential Alteration,"REMOVE AND REPLACE (15) WINDOWS AND (2) PATIO DOORS, LIKE FOR LIKE WITH NO STRUCTURAL CHANGES. ALL WINDOWS AND DOORS WILL HAVE BE TITLE 24 COMPLIANT AND WILL BE LOW-E GLASS ","$24,434.02",Issued,02-19-2025,02-19-2025,02-19-2026,,The Home Depot USA Inc. dba The Home Depot 
"5203 Camellia Avenue, Temple City, California 91780",8589-013-007,E25-48596,Electrical,,"PANEL UPGRADE TO 200 AMP, SUB-PANEL 60 AMP AND TESLA WALL CHARGER ON THE DRIVEWAY LEVEL 2, 240V, 60 AMP BREAKER ",$0,Issued,02-19-2025,02-19-2025,02-19-2026,,Photonics Electric & IT Services Inc. 
"9508 Blackley Street, Temple City, California 91780",8590-007-040,M25-48598,Mechanical,,"CHANGE OUT 5 TON HEAT PUMP AND AIR HANDLER IN SAME LOCATION, LIKE FOR LIKE ",$0,Issued,02-19-2025,02-19-2025,02-19-2026,,Precise Air System Inc. 
"5004 Fratus Drive, Temple City, California 91780",8590-027-006,P25-48599,Plumbing,,INSTALLING MOEN LEAK DETECTOR ,$0,Issued,02-19-2025,02-19-2025,02-19-2026,,Service Hero dba Rooter Hero 
"5324 Arden Drive, Temple City, California 91780",8585-020-001,B25-48419,Building,CB Combo Building,INSTALLATION OF  11.07 KW ROOF MOUNTED (27) MODULES GRID-TIED PHOTOVOLTAIC SYSTEM WITH 10.0 KWH ENERGY STORAGE ,"$45,977",Issued,01-28-2025,02-20-2025,02-20-2026,,David M Valtierra dba Measure the Sun 
"5412 Baldwin Avenue, Temple City, California 91780",8586-023-022,B25-48601,Building,RR Residential Alteration,"REPLACE (6) EXISTING WINDOWS WITH VINYL WINDOWS, SAME SIZE RETROFIT ",$1500,Issued,02-20-2025,02-20-2025,02-20-2026,,Owner-Builder
"5412 Baldwin Avenue, Temple City, California 91780",8586-023-022,B25-48602,Building,RR Residential Alteration,MAIN HOUSE - TEAR OFF EXISTING ROOF AND RE ROOF WITH COMPOSITE SHINGLES ,$3000,Issued,02-20-2025,02-20-2025,02-20-2026,,Owner-Builder
"5412 Baldwin Avenue, Temple City, California 91780",8586-023-022,B25-48603,Building,OT Other,DETACHED GARAGE  - TEAR OFF EXISTING ROOF AND RE ROOF WITH COMPOSITE SHINGLES ,$2000,Issued,02-20-2025,02-20-2025,02-20-2026,,Owner-Builder
"10212 Nadine Street, Temple City, California 91780",8586-026-014,B25-48605,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF REPAIR SHEATHING IF DAMAGED (ORIGINAL SHEATHING) UNDERLAYMENT INSTALL NEW METAL INSTALL CRRC # 0850-0067 HOUSE & ATTACHED GARAGE  29 SQ'S ,"$18,125",Finaled,02-20-2025,02-20-2025,02-20-2026,02-27-2025,Sho Global Roofing LLC 
"5221 Farago Avenue, Temple City, California 91780",8574-008-023,B25-48607,Building,CB Combo Building,RESIDENTIAL ROOF MOUNT PV SYSTEM WITH STORAGE (24) MODULES / 9.60 KW1 TESLA POWERWALL (3) WITH INTEGRATED 13.5 KWH BATTERY ,$0,Issued,02-20-2025,02-20-2025,02-20-2026,,Solar Optimum Inc. dba Solar Optimum Design & Electrical 
"5324 Arden Drive, Temple City, California 91780",8585-020-001,E25-48420,Electrical,, 10.0 KWH ENERGY STORAGE SYSTEM ,$0,Issued,01-28-2025,02-20-2025,02-20-2026,,David M Valtierra dba Measure the Sun 
"5947 North Muscatel Avenue, San Gabriel, California 91775",5386-012-054,E25-48604,Electrical,,SERVICE UPGRADE FROM 100 AMP TO 200 AMP ,$0,Issued,02-20-2025,02-20-2025,02-20-2026,,Downtown Electric Inc. 
"5221 Farago Avenue, Temple City, California 91780",8574-008-023,E25-48608,Electrical,,TESLA POWERWALL (3) WITH INTEGRATED 13.5 KWH BATTERY ,$0,Issued,02-20-2025,02-20-2025,02-20-2026,,Solar Optimum Inc. dba Solar Optimum Design & Electrical 
"10242 Green Street, Temple City, California 91780",8585-006-018,M25-48606,Mechanical,,REPLACE 3 TON 80% ULN FURNACE COIL AND CONDENSER UNIT SAME LOCATION ,$0,Issued,02-20-2025,02-20-2025,02-20-2026,,LZ Comfort Home 
"9722 Garibaldi Avenue, Temple City, California 91780",5385-019-001,B23-45495,Building,NR New Residential,"NEW 2-STORY SFD: 3 BEDROOMS, 3.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE, OPEN BALCONY AND OPEN PATIO ","$350,000",Issued,10-02-2023,02-24-2025,02-24-2026,,Owner-Builder
"10274 Live Oak Avenue, Temple City, California 91780",8586-014-003,B25-48218,Building,RR Residential Alteration,CONSTRUCTING A NEW COVER OVER AN EXISTING BALCONY. COVER TO TIE INTO AN MATCH ROOF THAT IS EXISTING ,$1600,Issued,01-06-2025,02-24-2025,02-24-2026,,Owner-Builder
"5571 Ryland Avenue, Temple City, California 91780",8586-018-014,B25-48617,Building,RR Residential Alteration,REMODEL (2) EXISTING BATHROOMS ,$8000,Issued,02-24-2025,02-24-2025,02-24-2026,,We The People Construction Inc. 
"9162 Fortson Drive, Temple City, California 91780",5382-016-021,B25-48621,Building,RR Residential Alteration,REMOVE HAUL AWAY EXISTING SHINGLES MAIN HOUSE 2300 SQ. FT. INSTALL 30 YEAR SHINGLES,"$10,600",Issued,02-24-2025,02-24-2025,02-24-2026,,Sunshine Roofing Inc. 
"9162 Fortson Drive, Temple City, California 91780",5382-016-021,B25-48622,Building,OT Other,REMOVE HAUL AWAY EXISTING SHINGLES DETACHED GARAGE 820 SQ. FT. INSTALL 30 YEAR SHINGLES,$4600,Issued,02-24-2025,02-24-2025,02-24-2026,,Sunshine Roofing Inc. 
"9002 Pentland Street, Temple City, California 91780",5388-020-001,B25-48623,Building,RR Residential Alteration,"WATER AND FRAMING DAMAGE, INSULATION, DRYWALL AND SHOWER PAN IN BATHROOM. (5) WINDOWS AND (2) ENTRY DOORS ","$50,000",Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"10105 Olive Street, Temple City, California 91780",8586-025-017,B25-48629,Building,RR Residential Alteration,"REMOVE EXISTING TILE, REMOVE EXISTING UNDERLAYMENT, SPOT REPAIR WOOD SHEATHING. INSTALL NEW UNDERLAYMENT DOUBLE LAYERED, REINSTALL EXISTING TILES HOUSE AND ATTACHED GARAGE  ","$12,500",Issued,02-24-2025,02-24-2025,02-24-2026,,J C Golden Key Roofing 
"9708 Richmond Way, Temple City, California 91780",8589-019-050,B25-48630,Building,RR Residential Alteration,"REMODEL OF KITCHEN, CABINETS, COUNTER TOPS, FLOOR AND LIGHTING AND (1) WINDOW ","$35,000",Issued,02-24-2025,02-24-2025,02-24-2026,,Reifer Construction 
"6038 Oak Avenue Unit B , Temple City, California 91780",5385-006-025,B25-48633,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B21-41001 FOR A NEW DETACHED 1-STORY ACCESSORY DWELLING UNIT: 2 BEDROOMS, 2 BATHROOMS, LIVING ROOM, DINING ROOM, KITCHEN AND TRELLIS PATIO ",$0,Issued,02-24-2025,02-24-2025,02-24-2026,,American Tech Construction 
"5658 Sultana Avenue, Temple City, California 91780",5387-025-024,B25-48638,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF MATERIAL. REPAIR ON EXISTING SHEATHING AND INSTALL OWENS CORNING SHINGLES ,$7000,Issued,02-24-2025,02-24-2025,02-24-2026,,JGG Roofing Inc. 
"5662 Sultana Avenue, Temple City, California 91780",5387-025-024,B25-48639,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF MATERIAL. REPAIR ON EXISTING SHEATHING AND INSTALL OWENS CORNING SHINGLES ,$7000,Issued,02-24-2025,02-24-2025,02-24-2026,,JGG Roofing Inc. 
"5664 Sultana Avenue, Temple City, California 91780",5387-025-024,B25-48640,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF MATERIAL. REPAIR ON EXISTING SHEATHING AND INSTALL OWENS CORNING SHINGLES ,$7000,Issued,02-24-2025,02-24-2025,02-24-2026,,JGG Roofing Inc. 
"4917 Alessandro Avenue, Temple City, California 91780",8590-025-005,B25-48641,Building,RR Residential Alteration,"RE-ROOF / REMOVE TWO EXISTING LAYERS COMPOSITION SHINGLES. INSTALL CLASS ""A""  ECOASIS COOL ROOF. (SRI) 08050-0028 (ICC) APPROVAL  # 3150 (ICC) ES AB438 2800 SQ.FT. APPROX. MALARKEY ECOASIS. HOUSE & ATTACHED GARAGE ","$12,200",Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"5356 Parmerton Avenue, Temple City, California 91780",8573-007-010,B25-48642,Building,RR Residential Alteration,OVERLAY -REROOF WITH GAF TIMBERLINE HDZ SHINGLES - 30 SQ'S ,"$19,300",Issued,02-24-2025,02-24-2025,02-24-2026,,Green Ladder Roofing Company 
"6443 Oak Avenue, Temple City, California 91780",5382-017-022,B25-48643,Building,RR Residential Alteration,RE-ROOF OVER THE EXISTING,$1092,Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"10218 Daines Drive, Temple City, California 91780",8586-027-004,B25-48644,Building,RR Residential Alteration,"MAIN HOUSE - TEAR OFF ROOF TO SOLID WOOD DECK & REPLACE WOOD AS NEEDED. INSTALL 2"" X 2"" METALEDGE AND SYNTHETIC UNDERLAYMENT. INSTALL OAKRIDGE SHINGLES INCLUDES ON HIP & RIDGE (CRRC # 0890-0009 AMBER) ","$10,000",Issued,02-24-2025,02-24-2025,02-24-2026,,Lares Construction and Roofing Corporation 
"10218 Daines Drive, Temple City, California 91780",8586-027-004,B25-48645,Building,OT Other,"DETACHED GARAGE - TEAR OFF ROOF TO SOLID WOOD DECK & REPLACE WOOD AS NEEDED. INSTALL 2"" X 2"" METALEDGE AND SYNTHETIC UNDERLAYMENT. INSTALL OAKRIDGE SHINGLES INCLUDES ON HIP & RIDGE (CRRC # 0890-0009 AMBER) ",$1800,Issued,02-24-2025,02-24-2025,02-24-2026,,Lares Construction and Roofing Corporation 
"8714 Hermosa Drive, San Gabriel, California 91775",5387-006-035,B25-48647,Building,RR Residential Alteration,REMOVE THE OLD SHINGLE AND INSTALL NEW SHINGLE ,"$14,000",Issued,02-24-2025,02-24-2025,02-24-2026,,JBL Electrical & Energy dba JBL Construction 
"6166 North Muscatel Avenue, San Gabriel, California 91775",5386-010-040,D25-48646,Demolition,,DEMO EXISTING HOUSE AND GARAGE 11183 SQ.FT. ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,J V K  General Building Contractor 
"5034 Arden Drive, Temple City, California 91780",8585-018-009,E25-48616,Electrical,,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Millennial Electric Corp.
"5571 Ryland Avenue, Temple City, California 91780",8586-018-014,E25-48618,Electrical,,(2) OUTLETS AND (6) LIGHT FIXTURES FOR REMODEL BATHROOMS ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,We The People Construction Inc. 
"9002 Pentland Street, Temple City, California 91780",5388-020-001,E25-48624,Electrical,,"(22) OUTLETS, REWIRE HOUSE FOR THE WATER DAMAGED ",$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
