Address,Parcel No,Permit No,Permit Type,Bldg Permit Subtype,Work Description,Valuation,Permit Status,Application Date,Issue Date,Expire Date,Final Date,Contractor
"9722 Garibaldi Avenue, Temple City, California 91780",5385-019-001,E25-48626,Electrical,,ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH A 200 AMP SERVICE PANEL ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"9708 Richmond Way, Temple City, California 91780",8589-019-050,E25-48631,Electrical,,ADD (6) LED CAN LIGHTS AND (2) GFI RECEPTACLES AS NEEDED  ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Reifer Construction 
"6038 Oak Avenue Unit B , Temple City, California 91780",5385-006-025,E25-48634,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E22-42517 ELECTRICAL FOR NEW DETACHED ACCESSORY DWELLING UNIT WITH A 200 AMP SERVICE PANEL ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,American Tech Construction 
"9722 Garibaldi Avenue, Temple City, California 91780",5385-019-001,G24-47255,Grading,,GRADING FOR A NEW SINGLE FAMILY DWELLING ,$0,Issued,08-12-2024,02-24-2025,02-24-2026,,Owner-Builder
"6038 Oak Avenue Unit B , Temple City, California 91780",5385-006-025,G25-48635,Grading,,TO COMPLETE WORK STARTED UNDER PERMIT # G21-41598 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,American Tech Construction 
"5571 Ryland Avenue, Temple City, California 91780",8586-018-014,M25-48619,Mechanical,,(2) VENTILATION FANS FOR REMODEL BATHROOMS ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,We The People Construction Inc. 
"9722 Garibaldi Avenue, Temple City, California 91780",5385-019-001,M25-48627,Mechanical,,INSTALL HVAC SYSTEM FOR A NEW SINGLE FAMILY DWELLING ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"6038 Oak Avenue Unit B , Temple City, California 91780",5385-006-025,M25-48636,Mechanical,,"TO COMPLETE WORK STARTED UNDER PERMIT # M22-42518 TO INSTALL AIR CONDITIONING AND HEATING SYSTEM, AIR INLETS, APPLIANCE VENT AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT ",$0,Issued,02-24-2025,02-24-2025,02-24-2026,,American Tech Construction 
"5571 Ryland Avenue, Temple City, California 91780",8586-018-014,P25-48620,Plumbing,,"REPLACE SHOWER, JACUZZI TUB INTERIOR LATH FOR REMODEL BATHROOMS ",$0,Issued,02-24-2025,02-24-2025,02-24-2026,,We The People Construction Inc. 
"4950 Mcclintock Avenue, Temple City, California 91780",8574-023-016,P25-48625,Plumbing,,SEWER LINE FOR FUTURE ADU ,$0,Finaled,02-24-2025,02-24-2025,02-24-2026,02-25-2025,Pools By Jesse
"9722 Garibaldi Avenue, Temple City, California 91780",5385-019-001,P25-48628,Plumbing,,PLUMBING FOR A NEW SINGLE FAMILY DWELLING AND CONNECT TO PUBLIC SEWER ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Owner-Builder
"9708 Richmond Way, Temple City, California 91780",8589-019-050,P25-48632,Plumbing,,NEW ANGLE VALVES TRAP GARBAGE DISPOSAL AND SINK ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,Reifer Construction 
"6038 Oak Avenue Unit B , Temple City, California 91780",5385-006-025,P25-48637,Plumbing,,TO COMPLETE WORK STARTED UNDER PERMIT # P22-42510 PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER ,$0,Issued,02-24-2025,02-24-2025,02-24-2026,,American Tech Construction 
"5323 Encinita Avenue, Temple City, California 91780",5388-008-030,B25-48551,Building,CB Combo Building,SOLAR ROOF MOUNT PV SYSTEM 6.0 KW (15) PANEL (1) ENPHASE IQ BATTERY 5P-1P-NA ,$0,Issued,02-11-2025,02-25-2025,02-25-2026,,Toby Taylor LLC dba Sample Power CA
"5739 Agnes Avenue, Temple City, California 91780",8587-028-009,B25-48614,Building,RR Residential Alteration,"REPAIR DAMAGED ROOF, FRAMING, STUCCO AND DRYWALL ","$30,000",Issued,02-24-2025,02-25-2025,02-25-2026,,TSH Construction & Development Inc. 
"5313 Cloverly Avenue, Temple City, California 91780",8590-004-012,B25-48650,Building,RR Residential Alteration,"RE-ROOF REMOVE EXISTING HOUSE ROOF AND INSTALL NEW CLASS ""A"" ASPHALT SHINGLE ROOF 2300 SQ.FT. ","$11,000",Issued,02-25-2025,02-25-2025,02-25-2026,,Choung Roofing Corp.
"5313 Cloverly Avenue, Temple City, California 91780",8590-004-012,B25-48651,Building,OT Other,"RE-ROOF REMOVE EXISTING DETACHED GARAGE ROOF AND INSTALL NEW CLASS ""A"" ASPHALT SHINGLE ROOF 500 SQ.FT.  ",$2300,Issued,02-25-2025,02-25-2025,02-25-2026,,Choung Roofing Corp.
"9650 Craiglee Street, Temple City, California 91780",5383-015-027,B25-48652,Building,OT Other,"TORCH TEAR OFF 12 SQ'S OVER EXISTING SHEATHING, DETACHED GARAGE ONLY. TORCH COLOR: POLYFLEX G - WHITE - 0616-0027 - SRI 33","$12,399",Issued,02-25-2025,02-25-2025,02-25-2026,,A and C Roofing Inc. dba Roof Repair Specialist 
"5515 Sultana Avenue, Temple City, California 91780",5387-027-012,B25-48653,Building,RR Residential Alteration,TEAR OFF ROOF & INSTALL NEW 30 YR COOL ROOF SHINGLES. HOUSE & ATTACHED GARAGE 25 SQ.FT. CRRC #: 0850-0065,"$15,000",Issued,02-25-2025,02-25-2025,02-25-2026,,Terrazas Roofing 
"6105 Sultana Avenue Unit A , Temple City, California 91780",5384-006-032,B25-48654,Building,RR Residential Alteration,"REROOF TEAR OFF INSTALL NEW SYNTHETIC UNDERLAYMENT AND INSTALL NEW OWENS CORNING (COOL ROOF) COLOR TO BE ""AMBER"" ","$16,000",Issued,02-25-2025,02-25-2025,02-25-2026,,Wang Construction and Remodeling Inc. 
"6105 Sultana Avenue Unit B , Temple City, California 91780",5384-006-032,B25-48655,Building,RR Residential Alteration,"REROOF TEAR OFF INSTALL NEW SYNTHETIC UNDERLAYMENT AND INSTALL NEW OWENS CORNING (COOL ROOF) COLOR TO BE ""AMBER"" ",$4000,Issued,02-25-2025,02-25-2025,02-25-2026,,Wang Construction and Remodeling Inc. 
"6229 Encinita Avenue, Temple City, California 91780",5384-011-021,B25-48657,Building,RR Residential Alteration,FRONT HOUSE - RE-ROOF REMOVE OLD ROOF & CHANGE TO NEW LIGHT WEIGHT TILE ,"$21,000",Issued,02-25-2025,02-25-2025,02-25-2026,,Owner-Builder
"5323 Encinita Avenue, Temple City, California 91780",5388-008-030,E25-48552,Electrical,,(1) ENPHASE IQ BATTERY 5P-1P-NA ,$0,Issued,02-11-2025,02-25-2025,02-25-2026,,Toby Taylor LLC dba Sample Power CA
"10927 Daines Drive, Temple City, California 91780",8573-019-005,E25-48648,Electrical,,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP ,$0,Issued,02-25-2025,02-25-2025,02-25-2026,,Aveo Inc. 
"6412 Oak Avenue, Temple City, California 91780",5382-014-064,E25-48656,Electrical,,UPGRADE TO 200 AMP SERVICE PANEL ,$0,Issued,02-25-2025,02-25-2025,02-25-2026,,Creative Innovation Developers Inc. 
"5739 Agnes Avenue, Temple City, California 91780",8587-028-009,P25-48615,Plumbing,,REPLACE MAIN WATER LINE ,$0,Issued,02-24-2025,02-25-2025,02-25-2026,,TSH Construction & Development Inc. 
"5134 Sereno Drive Unit A , Temple City, California 91780",5388-011-009,B25-48659,Building,CB Combo Building,2.8 KW ROOF MOUNT PV SOLAR SYSTEM (7) PANELS ,$7000,Issued,02-26-2025,02-26-2025,02-26-2026,,W Home Construction & Development 
"5134 Sereno Drive Unit B , Temple City, California 91780",5388-011-009,B25-48660,Building,CB Combo Building,2.8 KW ROOF MOUNT PV SOLAR SYSTEM (7) PANELS ,$7000,Issued,02-26-2025,02-26-2025,02-26-2026,,W Home Construction & Development 
"5134 Sereno Drive Unit C , Temple City, California 91780",5388-011-009,B25-48661,Building,CB Combo Building,2.8 KW ROOF MOUNT PV SOLAR SYSTEM (7) PANELS ,$7000,Issued,02-26-2025,02-26-2025,02-26-2026,,W Home Construction & Development 
"5134 Sereno Drive Unit D , Temple City, California 91780",5388-011-009,B25-48662,Building,CB Combo Building,2.8 KW ROOF MOUNT PV SOLAR SYSTEM (7) PANELS ,$7000,Issued,02-26-2025,02-26-2025,02-26-2026,,W Home Construction & Development 
"5134 Sereno Drive Unit E, Temple City, California 91780",5388-011-009,B25-48663,Building,CB Combo Building,2.8 KW ROOF MOUNT PV SOLAR SYSTEM (7) PANELS ,$7000,Issued,02-26-2025,02-26-2025,02-26-2026,,W Home Construction & Development 
"9252 Blackley Street Unit A-B , Temple City, California 91780",8590-009-010,B25-48664,Building,OT Other,"TO COMPLETE WORK STARTED UNDER PERMIT # B21-40915 FOR A  NEW 2-STORY SFD: 4 BEDROOMS, 4.5 BATHROOMS, WITH ATTACHED 2-CAR GARAGE WITH  LAUNDRY SPACE, COVERED PORCH AND COVER PATIO 
+ NEW ATTACHED ACCESSORY DWELLING UNIT: 1 BEDROOM, 2 BATHROOMS WITH 1-CAR GARAGE WITH LAUNDRY SPACE ","$496,260.8",Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"5623 Gracewood Avenue, Arcadia, California 91007",8586-016-009,B25-48669,Building,RR Residential Alteration,RECOVER  REROOF OVER EXISTING (1) LAYER OF SHINGLE USING CERTAINTEED SOLARIS COOL COMP 1500 SQ.FT. ,$8900,Issued,02-26-2025,02-26-2025,02-26-2026,,3RD Generation Roofing 
"10927 Daines Drive, Temple City, California 91780",8573-019-005,B25-48674,Building,RR Residential Alteration,REPLACE EXISTING (7) WINDOWS RETROFIT SAME SIZE LIKE FOR LIKE  ,$1400,Issued,02-26-2025,02-26-2025,02-26-2026,,Aveo Inc. 
"5235 Halifax Road, Temple City, California 91780",8585-019-028,B25-48675,Building,RR Residential Alteration,REMOVE EXISTING ROOF AND INSTALL NEW PLYWOOD AND NEW COMPO SHINGLES ,$6000,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"9655 Woodruff Avenue Unit B , Temple City, California 91780",5385-018-015,E25-48658,Electrical,,UPGRADE TO 400 AMP SERVICE PANEL ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,JP Service dba P Construction CO.
"9252 Blackley Street Unit A-B , Temple City, California 91780",8590-009-010,E25-48665,Electrical,,TO COMPLETE WORK STARTED UNDER PERMIT # E22-42906 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING AND ATTACHED ACCESSORY DWELLING WITH 200 AMP SERVICE PANEL ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"5556 El Monte Avenue, Temple City, California 91780",8573-002-001,E25-48672,Electrical,,"ADD (4) WALL OUTLETS, (1) SWITCH (1) LIGHT FIXTURE IN THE GARAGE - INCLUDING WIRING ",$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Wiltren Contractors Inc. 
"9252 Blackley Street Unit A-B , Temple City, California 91780",8590-009-010,G25-48666,Grading,,TO COMPLETE WORK STARTED UNDER PERMIT # G21-40916 GRADING FOR A NEW SINGLE FAMILY DWELLING AND ACCESSORY DWELLING UNIT ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"9252 Blackley Street Unit A-B , Temple City, California 91780",8590-009-010,M25-48667,Mechanical,,TO COMPLETE WORK STARTED UNDER PERMIT # M22-42907 TO INSTALL (2) HVAC SYSTEMS FOR A NEW SINGLE FAMILY DWELLING AND ATTACHED ACCESSORY DWELLING UNIT ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"9252 Blackley Street Unit A-B , Temple City, California 91780",8590-009-010,P25-48668,Plumbing,,TO COMPLETE TO WORK STARTED UNDER # P22-42908 PLUMBING FOR A NEW SINGLE FAMILY DWELLING AND ATTACHED ACCESSORY DWELLING UNIT CONNECT TO PUBLIC SEWER ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"6443 Oak Avenue, Temple City, California 91780",5382-017-022,P25-48673,Plumbing,,REPLACE A SEWER LINE (CLOGGED) FROM SIDEWALK 50 FEET ,$0,Issued,02-26-2025,02-26-2025,02-26-2026,,Owner-Builder
"9368 Lower Azusa Road, Temple City, California 91780",8592-003-039,B25-48678,Building,CB Combo Building,2.40KW DC SYSTEM ROOF MOUNT PV SYSTEM (6) MODULES ,$0,Issued,02-27-2025,02-27-2025,02-27-2026,,Freedom Forever Southern California LLC 
"6279 Primrose Avenue, Temple City, California 91780",5385-010-001,B25-48684,Building,RR Residential Alteration,TEAR OFF EXISTING ROOF. REPAIR DAMAGED ROOF SHEATHING. INSTALL 30 YR ASPHALT SHINGLES 23 SQ.FT. ,"$10,000",Issued,02-27-2025,02-27-2025,02-27-2026,,Golden West Roofing Services Inc.
"10784 Daneswood Drive, Temple City, California 91780",8573-008-008,E25-48679,Electrical,,200 AMP MAIN PANEL UPGRADE ,$0,Issued,02-27-2025,02-27-2025,02-27-2026,,MJ Electrical Services 
"5025 Daleview Avenue, Temple City, California 91780",8574-006-012,E25-48681,Electrical,,FIRE DAMAGED TO REPLACE (4) OUTLETS AND (1) LIGHT FIXTURE ,$0,Issued,02-27-2025,02-27-2025,02-27-2026,,Owner-Builder
"6167 Hart Avenue, Temple City, California 91780",5384-008-013,E25-48682,Electrical,,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 125 AMP (NEW MODEL) ,$0,Issued,02-27-2025,02-27-2025,02-27-2026,,Millennial Electric Corp.
"5836 Tree Rose Terrace, San Gabriel, California 91775",5387-007-034,E25-48683,Electrical,,INSTALL 200 AMP SERVICE PANEL ,$0,Issued,02-27-2025,02-27-2025,02-27-2026,,Mendieta Lighting and Electrical 
"5812 Primrose Avenue, Temple City, California 91780",8587-015-027,P25-48680,Plumbing,,"DRAIN REPIPE TO KITCHEN SINK, DISHWASHER, WASH MACHINE, TUB, WATER CLOSET AND LINE INSTALL FRONT YARD 25 FT.  ",$0,Issued,02-27-2025,02-27-2025,02-27-2026,,Mike Diamond Plumbing dba Mike Diamond Plumbing Heating and Air Conditioning 
